Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"RPL10","Ribosomal Protein L10","Protein Coding","43","GC0XP154389","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10"
"RUVBL1","RuvB Like AAA ATPase 1","Protein Coding","43","GC03M128064","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL1"
"RUVBL2","RuvB Like AAA ATPase 2","Protein Coding","43","GC19P048993","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2"
"SLC25A3","Solute Carrier Family 25 Member 3","Protein Coding","43","GC12P098593","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3"
"SLC29A3","Solute Carrier Family 29 Member 3","Protein Coding","43","GC10P071320","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A3"
"SMURF1","SMAD Specific E3 Ubiquitin Protein Ligase 1","Protein Coding","43","GC07M099027","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1"
"SYT2","Synaptotagmin 2","Protein Coding","43","GC01M202559","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT2"
"TNNI2","Troponin I2, Fast Skeletal Type","Protein Coding","43","GC11P001865","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI2"
"UBA2","Ubiquitin Like Modifier Activating Enzyme 2","Protein Coding","43","GC19P034428","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA2"
"ZBTB16","Zinc Finger And BTB Domain Containing 16","Protein Coding","43","GC11P114059","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB16"
"ACP2","Acid Phosphatase 2, Lysosomal","Protein Coding","42","GC11M089360","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP2"
"ATP6AP1","ATPase H+ Transporting Accessory Protein 1","Protein Coding","42","GC0XP154428","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP1"
"ATP6V0D1","ATPase H+ Transporting V0 Subunit D1","Protein Coding","42","GC16M067438","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0D1"
"BCAR1","BCAR1 Scaffold Protein, Cas Family Member","Protein Coding","42","GC16M075228","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR1"
"BCL10","BCL10 Immune Signaling Adaptor","Protein Coding","42","GC01M085265","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL10"
"CHIA","Chitinase Acidic","Protein Coding","42","GC01P111291","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHIA"
"CLOCK","Clock Circadian Regulator","Protein Coding","42","GC04M055427","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLOCK"
"COL11A1","Collagen Type XI Alpha 1 Chain","Protein Coding","42","GC01M102876","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A1"
"CRBN","Cereblon","Protein Coding","42","GC03M003144","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRBN"
"CYP51A1","Cytochrome P450 Family 51 Subfamily A Member 1","Protein Coding","42","GC07M092112","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP51A1"
"DLG1","Discs Large MAGUK Scaffold Protein 1","Protein Coding","42","GC03M197042","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG1"
"DPM1","Dolichyl-Phosphate Mannosyltransferase Subunit 1, Catalytic","Protein Coding","42","GC20M050934","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM1"
"E2F1","E2F Transcription Factor 1","Protein Coding","42","GC20M033675","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F1"
"EEA1","Early Endosome Antigen 1","Protein Coding","42","GC12M092770","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEA1"
"EIF4A3","Eukaryotic Translation Initiation Factor 4A3","Protein Coding","42","GC17M080135","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A3"
"EMD","Emerin","Protein Coding","42","GC0XP154379","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMD"
"ERLIN1","ER Lipid Raft Associated 1","Protein Coding","42","GC10M100150","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERLIN1"
"FUT8","Fucosyltransferase 8","Protein Coding","42","GC14P065411","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8"
"HBA2","Hemoglobin Subunit Alpha 2","Protein Coding","42","GC16P011600","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBA2"
"HOXA1","Homeobox A1","Protein Coding","42","GC07M027092","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA1"
"KDM6B","Lysine Demethylase 6B","Protein Coding","42","GC17P007834","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6B"
"KPNB1","Karyopherin Subunit Beta 1","Protein Coding","42","GC17P047649","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNB1"
"LAMA5","Laminin Subunit Alpha 5","Protein Coding","42","GC20M062307","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA5"
"LGR5","Leucine Rich Repeat Containing G Protein-Coupled Receptor 5","Protein Coding","42","GC12P071439","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR5"
"LRPPRC","Leucine Rich Pentatricopeptide Repeat Containing","Protein Coding","42","GC02M043886","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRPPRC"
"MCM6","Minichromosome Maintenance Complex Component 6","Protein Coding","42","GC02M135839","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM6"
"MTTP","Microsomal Triglyceride Transfer Protein","Protein Coding","42","GC04P099563","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTTP"
"NCOR2","Nuclear Receptor Corepressor 2","Protein Coding","42","GC12M124324","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOR2"
"NMT1","N-Myristoyltransferase 1","Protein Coding","42","GC17P055763","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMT1"
"NOP56","NOP56 Ribonucleoprotein","Protein Coding","42","GC20P004223","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56"
"P2RX1","Purinergic Receptor P2X 1","Protein Coding","42","GC17M003896","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX1"
"P2RX2","Purinergic Receptor P2X 2","Protein Coding","42","GC12P132618","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX2"
"PAPPA","Pappalysin 1","Protein Coding","42","GC09P118958","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA"
"PDE7A","Phosphodiesterase 7A","Protein Coding","42","GC08M065736","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE7A"
"PPP2R2A","Protein Phosphatase 2 Regulatory Subunit Balpha","Protein Coding","42","GC08P026292","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2A"
"PROX1","Prospero Homeobox 1","Protein Coding","42","GC01P213983","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROX1"
"PSENEN","Presenilin Enhancer, Gamma-Secretase Subunit","Protein Coding","42","GC19P066549","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSENEN"
"PSMA1","Proteasome 20S Subunit Alpha 1","Protein Coding","42","GC11M014505","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA1"
"PSMA3","Proteasome 20S Subunit Alpha 3","Protein Coding","42","GC14P058244","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA3"
"PSMA5","Proteasome 20S Subunit Alpha 5","Protein Coding","42","GC01M109399","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA5"
"PSMC3","Proteasome 26S Subunit, ATPase 3","Protein Coding","42","GC11M089365","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC3"
"PYY","Peptide YY","Protein Coding","42","GC17M043952","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYY"
"RARS2","Arginyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","42","GC06M087514","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS2"
"ROBO2","Roundabout Guidance Receptor 2","Protein Coding","42","GC03P075955","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO2"
"RPN1","Ribophorin I","Protein Coding","42","GC03M128619","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN1"
"RPS20","Ribosomal Protein S20","Protein Coding","42","GC08M056067","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS20"
"RPS3","Ribosomal Protein S3","Protein Coding","42","GC11P077882","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3"
"SEPSECS","Sep (O-Phosphoserine) TRNA:Sec (Selenocysteine) TRNA Synthase","Protein Coding","42","GC04M025121","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPSECS"
"SIK2","Salt Inducible Kinase 2","Protein Coding","42","GC11P111920","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK2"
"SLC1A5","Solute Carrier Family 1 Member 5","Protein Coding","42","GC19M065991","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A5"
"SLC25A11","Solute Carrier Family 25 Member 11","Protein Coding","42","GC17M004937","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11"
"SLC25A5","Solute Carrier Family 25 Member 5","Protein Coding","42","GC0XP119468","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5"
"SLC39A8","Solute Carrier Family 39 Member 8","Protein Coding","42","GC04M102252","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A8"
"SLIT1","Slit Guidance Ligand 1","Protein Coding","42","GC10M096998","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIT1"
"SNAI1","Snail Family Transcriptional Repressor 1","Protein Coding","42","GC20P049982","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAI1"
"SNRNP200","Small Nuclear Ribonucleoprotein U5 Subunit 200","Protein Coding","42","GC02M098261","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP200"
"SOAT2","Sterol O-Acyltransferase 2","Protein Coding","42","GC12P053103","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT2"
"SOX4","SRY-Box Transcription Factor 4","Protein Coding","42","GC06P021593","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX4"
"SRD5A1","Steroid 5 Alpha-Reductase 1","Protein Coding","42","GC05P006633","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRD5A1"
"ST6GAL1","ST6 Beta-Galactoside Alpha-2,6-Sialyltransferase 1","Protein Coding","42","GC03P186930","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GAL1"
"TNNT3","Troponin T3, Fast Skeletal Type","Protein Coding","42","GC11P001920","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT3"
"TPR","Translocated Promoter Region, Nuclear Basket Protein","Protein Coding","42","GC01M186319","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPR"
"TREM2","Triggering Receptor Expressed On Myeloid Cells 2","Protein Coding","42","GC06M066157","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM2"
"TSPAN7","Tetraspanin 7","Protein Coding","42","GC0XP038561","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN7"
"TUBB4B","Tubulin Beta 4B Class IVb","Protein Coding","42","GC09P137241","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB4B"
"UBE2D2","Ubiquitin Conjugating Enzyme E2 D2","Protein Coding","42","GC05P139526","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D2"
"VAV3","Vav Guanine Nucleotide Exchange Factor 3","Protein Coding","42","GC01M107571","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAV3"
"VDAC2","Voltage Dependent Anion Channel 2","Protein Coding","42","GC10P075210","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC2"
"ADAMTS3","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 3","Protein Coding","41","GC04M072280","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS3"
"ADCYAP1","Adenylate Cyclase Activating Polypeptide 1","Protein Coding","41","GC18P000895","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1"
"ANXA7","Annexin A7","Protein Coding","41","GC10M073375","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA7"
"ATXN10","Ataxin 10","Protein Coding","41","GC22P045673","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN10"
"C3AR1","Complement C3a Receptor 1","Protein Coding","41","GC12M008058","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3AR1"
"CACNB1","Calcium Voltage-Gated Channel Auxiliary Subunit Beta 1","Protein Coding","41","GC17M039173","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB1"
"CADPS","Calcium Dependent Secretion Activator","Protein Coding","41","GC03M062398","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADPS"
"CARD14","Caspase Recruitment Domain Family Member 14","Protein Coding","41","GC17P080170","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD14"
"CCT7","Chaperonin Containing TCP1 Subunit 7","Protein Coding","41","GC02P073233","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT7"
"CD37","CD37 Molecule","Protein Coding","41","GC19P049335","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD37"
"CD82","CD82 Molecule","Protein Coding","41","GC11P044586","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD82"
"CEACAM3","CEA Cell Adhesion Molecule 3","Protein Coding","41","GC19P041796","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM3"
"CHD3","Chromodomain Helicase DNA Binding Protein 3","Protein Coding","41","GC17P011184","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD3"
"COMMD1","Copper Metabolism Domain Containing 1","Protein Coding","41","GC02P061888","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1"
"CYFIP2","Cytoplasmic FMR1 Interacting Protein 2","Protein Coding","41","GC05P157267","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYFIP2"
"DAB2","DAB Adaptor Protein 2","Protein Coding","41","GC05M039371","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAB2"
"DPP9","Dipeptidyl Peptidase 9","Protein Coding","41","GC19M004675","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP9"
"DUSP10","Dual Specificity Phosphatase 10","Protein Coding","41","GC01M221701","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP10"
"DUT","Deoxyuridine Triphosphatase","Protein Coding","41","GC15P048331","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUT"
"EFTUD2","Elongation Factor Tu GTP Binding Domain Containing 2","Protein Coding","41","GC17M044952","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFTUD2"
"EIF3A","Eukaryotic Translation Initiation Factor 3 Subunit A","Protein Coding","41","GC10M119034","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3A"
"ENDOG","Endonuclease G","Protein Coding","41","GC09P128818","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENDOG"
"EXOSC2","Exosome Component 2","Protein Coding","41","GC09P130693","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC2"
"FABP5","Fatty Acid Binding Protein 5","Protein Coding","41","GC08P081282","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP5"
"FUT6","Fucosyltransferase 6","Protein Coding","41","GC19M005830","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT6"
"GALE","UDP-Galactose-4-Epimerase","Protein Coding","41","GC01M023795","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALE"
"GNB2","G Protein Subunit Beta 2","Protein Coding","41","GC07P100673","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB2"
"GPM6A","Glycoprotein M6A","Protein Coding","41","GC04M175632","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPM6A"
"GPSM2","G Protein Signaling Modulator 2","Protein Coding","41","GC01P108875","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPSM2"
"GRPR","Gastrin Releasing Peptide Receptor","Protein Coding","41","GC0XP016141","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRPR"
"HAX1","HCLS1 Associated Protein X-1","Protein Coding","41","GC01P154273","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAX1"
"HNRNPU","Heterogeneous Nuclear Ribonucleoprotein U","Protein Coding","41","GC01M244844","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPU"
"INHA","Inhibin Subunit Alpha","Protein Coding","41","GC02P219569","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHA"
"KLF6","Kruppel Like Factor 6","Protein Coding","41","GC10M003779","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF6"
"KLK15","Kallikrein Related Peptidase 15","Protein Coding","41","GC19M050825","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK15"
"LASP1","LIM And SH3 Protein 1","Protein Coding","41","GC17P038869","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LASP1"
"LRP1B","LDL Receptor Related Protein 1B","Protein Coding","41","GC02M140231","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP1B"
"LTC4S","Leukotriene C4 Synthase","Protein Coding","41","GC05P179793","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S"
"MATR3","Matrin 3","Protein Coding","41","GC05P139274","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATR3"
"MEGF10","Multiple EGF Like Domains 10","Protein Coding","41","GC05P127230","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF10"
"MLYCD","Malonyl-CoA Decarboxylase","Protein Coding","41","GC16P083899","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLYCD"
"MSRB3","Methionine Sulfoxide Reductase B3","Protein Coding","41","GC12P065279","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRB3"
"NCL","Nucleolin","Protein Coding","41","GC02M231453","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCL"
"NPHS2","NPHS2 Stomatin Family Member, Podocin","Protein Coding","41","GC01M179519","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHS2"
"NRG3","Neuregulin 3","Protein Coding","41","GC10P092362","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG3"
"NRXN3","Neurexin 3","Protein Coding","41","GC14P078170","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRXN3"
"P2RX6","Purinergic Receptor P2X 6","Protein Coding","41","GC22P035894","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX6"
"PAICS","Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase","Protein Coding","41","GC04P056410","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS"
"PHB2","Prohibitin 2","Protein Coding","41","GC12M006965","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB2"
"PLXND1","Plexin D1","Protein Coding","41","GC03M129555","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXND1"
"PRPF8","Pre-MRNA Processing Factor 8","Protein Coding","41","GC17M001650","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF8"
"PSMA2","Proteasome 20S Subunit Alpha 2","Protein Coding","41","GC07M042916","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA2"
"PSMB6","Proteasome 20S Subunit Beta 6","Protein Coding","41","GC17P004796","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB6"
"PUF60","Poly(U) Binding Splicing Factor 60","Protein Coding","41","GC08M143816","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUF60"
"RBCK1","RANBP2-Type And C3HC4-Type Zinc Finger Containing 1","Protein Coding","41","GC20P000407","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBCK1"
"RBX1","Ring-Box 1","Protein Coding","41","GC22P040951","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1"
"RPL7A","Ribosomal Protein L7a","Protein Coding","41","GC09P133348","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7A"
"RPS15A","Ribosomal Protein S15a","Protein Coding","41","GC16M018781","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS15A"
"RPS27","Ribosomal Protein S27","Protein Coding","41","GC01P153991","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27"
"RPS9","Ribosomal Protein S9","Protein Coding","41","GC19P069272","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS9"
"SBF1","SET Binding Factor 1","Protein Coding","41","GC22M057734","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBF1"
"SEC61A1","SEC61 Translocon Subunit Alpha 1","Protein Coding","41","GC03P128051","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61A1"
"SEPHS1","Selenophosphate Synthetase 1","Protein Coding","41","GC10M013317","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPHS1"
"SERPINA4","Serpin Family A Member 4","Protein Coding","41","GC14P094561","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA4"
"SMYD2","SET And MYND Domain Containing 2","Protein Coding","41","GC01P214281","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMYD2"
"STAB2","Stabilin 2","Protein Coding","41","GC12P103587","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB2"
"TRAF4","TNF Receptor Associated Factor 4","Protein Coding","41","GC17P054910","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF4"
"TRIB3","Tribbles Pseudokinase 3","Protein Coding","41","GC20P000361","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIB3"
"TRIM28","Tripartite Motif Containing 28","Protein Coding","41","GC19P058544","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM28"
"TUBA1B","Tubulin Alpha 1b","Protein Coding","41","GC12M049127","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1B"
"TUBA1C","Tubulin Alpha 1c","Protein Coding","41","GC12P049188","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA1C"
"UBE2T","Ubiquitin Conjugating Enzyme E2 T","Protein Coding","41","GC01M202332","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2T"
"UBTF","Upstream Binding Transcription Factor","Protein Coding","41","GC17M044205","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBTF"
"UGT2B17","UDP Glucuronosyltransferase Family 2 Member B17","Protein Coding","41","GC04M068537","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B17"
"VAV2","Vav Guanine Nucleotide Exchange Factor 2","Protein Coding","41","GC09M133761","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAV2"
"ADAM28","ADAM Metallopeptidase Domain 28","Protein Coding","40","GC08P024294","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM28"
"ARF4","ADP Ribosylation Factor 4","Protein Coding","40","GC03M057572","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF4"
"ARL1","ADP Ribosylation Factor Like GTPase 1","Protein Coding","40","GC12M101393","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL1"
"ARR3","Arrestin 3","Protein Coding","40","GC0XP070269","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARR3"
"ATAD3A","ATPase Family AAA Domain Containing 3A","Protein Coding","40","GC01P003886","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3A"
"AUTS2","Activator Of Transcription And Developmental Regulator AUTS2","Protein Coding","40","GC07P069598","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUTS2"
"BNIP3L","BCL2 Interacting Protein 3 Like","Protein Coding","40","GC08P026383","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP3L"
"CCT4","Chaperonin Containing TCP1 Subunit 4","Protein Coding","40","GC02M061868","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT4"
"CD300A","CD300a Molecule","Protein Coding","40","GC17P074466","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD300A"
"CDC37","Cell Division Cycle 37, HSP90 Cochaperone","Protein Coding","40","GC19M010391","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37"
"CDO1","Cysteine Dioxygenase Type 1","Protein Coding","40","GC05M115804","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDO1"
"CFHR3","Complement Factor H Related 3","Protein Coding","40","GC01P196774","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR3"
"CNOT1","CCR4-NOT Transcription Complex Subunit 1","Protein Coding","40","GC16M058519","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT1"
"COIL","Coilin","Protein Coding","40","GC17M056938","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COIL"
"COLQ","Collagen Like Tail Subunit Of Asymmetric Acetylcholinesterase","Protein Coding","40","GC03M020745","0.17757323384285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COLQ"
